NewRecord,OldRecord,Date,Site,Block,Species,Units,FlowersPerUnit,TotalFlowers,PhotoID,AvgTallestFlower,PlotMortality,Coverage,Wind ,Temperature,Sky,VacuumTime,Notes,,,,,,,,,,
878,1211,7/30/2015,NWMHRC,2,ASTU,18,1,18,2145,51,0,20,4.6,70.1,clear,5,,,,,,,,,,,
883,1510,8/13/2015,NWMHRC,1,ASVE,111,9.4,1043.4,2079,43,0,50,,,partly cloudy,8,,,,,,,,,,,
884,1525,8/13/2015,NWMHRC,4,ASVE,198,9.4,1861.2,94,44.5,0,75,,,partly cloudy,9,,,,,,,,,,,
885,1543,8/13/2015,NWMHRC,3,ASVE,28,9.4,263.2,149,60.5,0,70,,,partly cloudy,13,,,,,,,,,,,
886,1726,8/20/2015,NWMHRC,1,ASVE,73,9.6,700.8,184,53,0,60,4.8,68.6,clear,8,,,,,,,,,,,
887,1738,8/20/2015,NWMHRC,4,ASVE,94,9.6,902.4,206,54,0,60,6.3,71.1,partly cloudy,18,,,,,,,,,,,
888,1761,8/20/2015,NWMHRC,3,ASVE,96,9.6,921.6,84,61.5,0,85,7.3,72.7,,15,,,,,,,,,,,
889,1782,8/20/2015,NWMHRC,2,ASVE,64,9.6,614.4,143,44.5,0,25,7.3,72.7,,2,,,,,,,,,,,
890,1903,8/27/2015,NWMHRC,4,ASVE,70,10,700,NA,60,0,75,3.7,68.7,partly cloudy,21,changed #flowers/unit from 1 to 10,,,,,,,,,,
891,1904,8/27/2015,NWMHRC,3,ASVE,110,10,1100,NA,65,0,70,3.7,68.7,partly cloudy,31,changed #flowers/unit from 1 to 10,,,,,,,,,,
892,1938,8/27/2015,NWMHRC,1,ASVE,19,10,190,NA,55,0,65,3.7,68.7,partly cloudy,18,,,,,,,,,,,
893,1956,8/27/2015,NWMHRC,2,ASVE,5,10,50,NA,40.5,0,20,3.7,68.7,partly cloudy,,,,,,,,,,,,
894,591,7/9/2015,NWMHRC,4,CARO2,18,1,18,135-139,43,,10,3.2,70,partly cloudy,8.7,,,,,,,,,,,
895,604,7/3/2015,NWMHRC,4,CARO2,29,1,29,2048-2058,53,2,10,,,clear,12,,,,,,,,,,,
896,722,7/16/2015,NWMHRC,4,CARO2,20,1,21,2164-2167,48,2,15,,,clear,9,,,,,,,,,,,
897,736,7/16/2015,NWMHRC,3,CARO2,3,1,3,NA,NA,NA,NA,,,clear,NA,not enough flowers,,,,,,,,,,
898,746,7/16/2015,NWMHRC,1,CARO2,5,1,5,2229,45,2,5,,,,3,,,,,,,,,,,
899,723,7/16/2015,NWMHRC,4,CEAM,21,1,21,2168-2172,31.5,0,35,,,clear,4,21 total flowers (used instead of averaging units),,,,,,,,,,
900,891,7/24/2015,NWMHRC,4,CEAM,16,29.2,467.2,2186,35,0,40,6.3,78.2,clear,6,,,,,,,,,,,
901,915,7/24/2015,NWMHRC,2,CEAM,14,29.2,408.8,2153,44.5,0,40,9.8,80.6,partly cloudy,6,,,,,,,,,,,
902,921,7/24/2015,NWMHRC,3,CEAM,220,29.2,6424,2071-2077,39.5,15,15,9.8,80.6,partly cloudy,4,,,,,,,,,,,
903,1164,7/30/2015,NWMHRC,1,CEAM,30,1,30,2185,38,0,35,4.6,70.1,clear,5,,,,,,,,,,,
904,1191,7/30/2015,NWMHRC,3,CEAM,25,1,25,2109,39,0,20,4.6,70.1,clear,5,,,,,,,,,,,
905,1197,7/30/2015,NWMHRC,4,CEAM,32,1,32,2121,31,0,35,4.6,70.1,clear,7,,,,,,,,,,,
906,1212,7/30/2015,NWMHRC,2,CEAM,185,1,185,2146,33,0,35,4.6,70.1,clear,5,,,,,,,,,,,
907,1160,7/30/2015,NWMHRC,1,CESTM,36,1,36,2171,129,2,70,4.6,70.1,clear,29,,,,,,,,,,,
908,1186,7/30/2015,NWMHRC,3,CESTM,125,1,125,2087,154,0,100,4.6,70.1,clear,24,,,,,,,,,,,
909,1200,7/30/2015,NWMHRC,4,CESTM,107,1,107,2124,101,0,100,4.6,70.1,clear,24,,,,,,,,,,,
910,1207,7/30/2015,NWMHRC,2,CESTM,60,1,60,2141,87,0,65,4.6,70.1,clear,27,,,,,,,,,,,
911,1221,8/6/2015,NWMHRC,3,CESTM,286,1,286,NA,131,0,100,3.4,74.4,clear,72,,,,,,,,,,,
912,1227,8/6/2015,NWMHRC,2,CESTM,36,1,36,NA,78,0,35,3.4,74.4,clear,15,,,,,,,,,,,
913,1240,8/6/2015,NWMHRC,1,CESTM,40,1,40,NA,97,2,40,3.4,74.4,clear,13,,,,,,,,,,,
914,1274,8/6/2015,NWMHRC,4,CESTM,86,1,86,28-32,98.5,0,100,3.4,74.4,clear,45,,,,,,,,,,,
915,1511,8/13/2015,NWMHRC,1,CESTM,20,1,20,2080,82,2,70,,,partly cloudy,12,,,,,,,,,,,
916,1531,8/13/2015,NWMHRC,2,CESTM,17,1,17,139,70,0,35,,,partly cloudy,18,,,,,,,,,,,
917,1540,8/13/2015,NWMHRC,3,CESTM,204,1,204,146,143,0,100,,,partly cloudy,25,,,,,,,,,,,
918,1552,8/13/2015,NWMHRC,4,CESTM,45,1,45,105,97,0,100,,,partly cloudy,24,,,,,,,,,,,
919,376,6/26/2015,NWMHRC,4,COLA5,32,1,32,Nate,76.9,0,85,,,,24,,,,,,,,,,,
920,381,6/26/2015,NWMHRC,3,COLA5,77,1,77,Nate,94,0,100,,,,28,,,,,,,,,,,
921,394,6/26/2015,NWMHRC,2,COLA5,49,1,49,Nate,79,0,80,,,,34,,,,,,,,,,,
922,397,6/26/2015,NWMHRC,1,COLA5,71,1,71,Nate,76,0,100,,,,45,,,,,,,,,,,
923,562,7/9/2015,NWMHRC,4,COLA5,206,1,206,96-100,65,,100,3.2,70,partly cloudy,40.7,,,,,,,,,,,
924,566,7/9/2015,NWMHRC,3,COLA5,204,1,204,NA,72,,100,3.2,70,partly cloudy,39.7,,,,,,,,,,,
925,586,7/9/2015,NWMHRC,2,COLA5,84,1,84,NA,73,,95,3.2,70,partly cloudy,42,,,,,,,,,,,
926,595,7/3/2015,NWMHRC,1,COLA5,166,1,166,1917-1925,75,0,100,,,clear,20,,,,,,,,,,,
927,602,7/3/2015,NWMHRC,4,COLA5,135,1,135,2039-2043,80,0,100,,,clear,22,,,,,,,,,,,
928,609,7/3/2015,NWMHRC,2,COLA5,186,1,186,1965-1969,90.5,0,100,,,clear,15,,,,,,,,,,,
929,621,7/3/2015,NWMHRC,3,COLA5,173,1,173,2027-2030,93,0,100,,,clear,22,,,,,,,,,,,
930,1780,8/20/2015,NWMHRC,2,CHANA2,13,1,13,153,43,1,20,7.3,72.7,,5,,,,,,,,,,,
931,1949,8/27/2015,NWMHRC,2,CHANA2,26,1,26,NA,48.8,1,15,3.7,68.7,partly cloudy,7,,,,,,,,,,,
932,2062,9/4/2015,NWMHRC,2,CHANA2,19,1,19,83,55,1,20,,,,7,,,,,,,,,,,
933,1223,8/6/2015,NWMHRC,3,COPA10,32,1,32,97-101,62,0,50,3.4,74.4,clear,21,,,,,,,,,,,
934,1254,8/6/2015,NWMHRC,1,COPA10,8,1,8,NA,69,0,40,3.4,74.4,clear,10,,,,,,,,,,,
935,1277,8/6/2015,NWMHRC,4,COPA10,12,1,12,43-47,56,0,45,3.4,74.4,clear,6,,,,,,,,,,,
936,1512,8/13/2015,NWMHRC,1,COPA10,14,1,14,2081,69,0,40,,,partly cloudy,15,,,,,,,,,,,
937,1541,8/13/2015,NWMHRC,3,COPA10,32,1,32,147,61,0,50,,,partly cloudy,12,,,,,,,,,,,
938,1562,8/13/2015,NWMHRC,4,COPA10,21,1,21,113,54,0,80,,,partly cloudy,10,,,,,,,,,,,
939,1728,8/20/2015,NWMHRC,1,COPA10,13,1,13,191,52.5,0,40,4.8,68.6,clear,13,,,,,,,,,,,
940,1746,8/20/2015,NWMHRC,4,COPA10,5,1,5,217,48,0,55,6.3,71.1,partly cloudy,7,,,,,,,,,,,
941,1766,8/20/2015,NWMHRC,3,COPA10,9,1,9,87,61,0,45,7.3,72.7,,8,,,,,,,,,,,
942,2053,9/4/2015,NWMHRC,2,COTR4,46,1,46,76,166.5,0,40,,,,15,,,,,,,,,,,
943,2079,9/4/2015,NWMHRC,3,COTR4,40,1,40,101,129,0,30,,,,18,,,,,,,,,,,
944,2086,9/4/2015,NWMHRC,1,COTR4,44,1,44,48,123.5,0,35,,,,,,,,,,,,,,,
945,2107,9/4/2015,NWMHRC,4,COTR4,149,1,149,223,169,0,65,,,,25,,,,,,,,,,,
946,2176,9/10/2015,NWMHRC,4,COTR4,141,1,141,75,69,0,80,,,partly couldy,27,,,,,,,,,,,
947,2183,9/10/2015,NWMHRC,1,COTR4,81,1,81,80,122,0,35,,,partly couldy,21,,,,,,,,,,,
948,2201,9/10/2015,NWMHRC,3,COTR4,60,1,60,2299,128.5,0,40,,,partly couldy,24,,,,,,,,,,,
949,2264,9/15/2015,NWMHRC,1,COTR4,104,1,104,2312,118,0,40,8.6,77.7,clear,13,,,,,,,,,,,
950,2271,9/15/2015,NWMHRC,3,COTR4,85,1,85,2325,138,0,6,8.6,77.7,clear,13,,,,,,,,,,,
951,2284,9/15/2015,NWMHRC,2,COTR4,87,1,87,2336,177,0,45,8.6,77.7,clear,17,,,,,,,,,,,
952,2287,9/15/2015,NWMHRC,4,COTR4,126,1,126,2343,102,0,50,8.6,77.7,clear,25,,,,,,,,,,,
953,726,7/16/2015,NWMHRC,4,DAFR6,29,1,29,2196-2200,35.5,0,50,,,clear,8,,,,,,,,,,,
954,747,7/16/2015,NWMHRC,1,DAFR6,23,1,23,2231-2236,32,1,20,,,,7,,,,,,,,,,,
955,899,7/24/2015,NWMHRC,4,DAFR6,53,1,53,2196,41.5,0,70,6.3,78.2,clear,9,,,,,,,,,,,
956,906,7/24/2015,NWMHRC,1,DAFR6,42,1,42,2167-2171,38.5,1,30,6.3,78.2,clear,9,,,,,,,,,,,
957,1161,7/30/2015,NWMHRC,1,DAFR6,25,1,25,2172,40,1,35,4.6,70.1,clear,8,,,,,,,,,,,
958,1194,7/30/2015,NWMHRC,4,DAFR6,18,1,18,2118,35,0,60,4.6,70.1,clear,9,,,,,,,,,,,
959,1206,7/30/2015,NWMHRC,2,DAFR6,7,1,7,2140,26.5,0,30,4.6,70.1,clear,8,,,,,,,,,,,
960,1550,8/13/2015,NWMHRC,3,DAPU5,15,1,15,154,51,1,10,,,partly cloudy,2,,,,,,,,,,,
961,1553,8/13/2015,NWMHRC,4,DAPU5,182,1,182,106,90,0,90,,,partly cloudy,27,,,,,,,,,,,
962,1719,8/20/2015,NWMHRC,2,DAPU5,6,1,6,179,63,1,15,4.8,68.6,clear,7,,,,,,,,,,,
963,1747,8/20/2015,NWMHRC,4,DAPU5,110,1,110,218,74,0,70,6.3,71.1,partly cloudy,27,,,,,,,,,,,
964,1759,8/20/2015,NWMHRC,3,DAPU5,36,1,36,82,62,0,15,7.3,72.7,,4,,,,,,,,,,,
965,1898,8/27/2015,NWMHRC,4,DAPU5,122,1,122,NA,69,0,65,3.7,68.7,partly cloudy,26,,,,,,,,,,,
966,1912,8/27/2015,NWMHRC,3,DAPU5,8,1,8,NA,54,0,15,3.7,68.7,partly cloudy,6,,,,,,,,,,,
967,1931,8/27/2015,NWMHRC,1,DAPU5,29,1,29,NA,26,1,15,3.7,68.7,partly cloudy,10,,,,,,,,,,,
968,1935,8/27/2015,NWMHRC,2,DAPU5,7,1,7,NA,56.3,1,10,3.7,68.7,partly cloudy,8,,,,,,,,,,,
969,1907,8/27/2015,NWMHRC,3,ECPU,11,1,11,NA,69,0,55,3.7,68.7,partly cloudy,14,,,,,,,,,,,
970,1918,8/27/2015,NWMHRC,1,ECPU,46,1,46,NA,95,0,85,3.7,68.7,partly cloudy,30,,,,,,,,,,,
971,1947,8/27/2015,NWMHRC,2,ECPU,9,1,9,NA,59.6,0,60,3.7,68.7,partly cloudy,10,,,,,,,,,,,
972,2060,9/4/2015,NWMHRC,2,ECPU,11,1,11,81,58.5,0,75,,,,18,,,,,,,,,,,
973,2072,9/4/2015,NWMHRC,3,ECPU,17,1,17,93,69.5,0,65,,,,13,,,,,,,,,,,
974,2085,9/4/2015,NWMHRC,1,ECPU,63,1,63,47,100,0,80,,,,27,,,,,,,,,,,
975,2189,9/10/2015,NWMHRC,1,ECPU,56,1,56,86,101,0,90,,,partly couldy,28,,,,,,,,,,,
976,2208,9/10/2015,NWMHRC,3,ECPU,25,1,25,2304,67,0,55,,,partly couldy,20,,,,,,,,,,,
977,1713,8/20/2015,NWMHRC,2,ERYU,68,1,68,173,95,1,25,4.8,68.6,clear,14,,,,,,,,,,,
978,1733,8/20/2015,NWMHRC,1,ERYU,64,1,64,212,106.5,0,85,4.8,68.6,clear,27,,,,,,,,,,,
979,1745,8/20/2015,NWMHRC,4,ERYU,78,1,78,216,109,0,50,6.3,71.1,partly cloudy,24,,,,,,,,,,,
980,1762,8/20/2015,NWMHRC,3,ERYU,81,1,81,85,96,1,25,7.3,72.7,,14,,,,,,,,,,,
981,1899,8/27/2015,NWMHRC,4,ERYU,12,1,12,NA,112,0,70,3.7,68.7,partly cloudy,20,,,,,,,,,,,
982,1910,8/27/2015,NWMHRC,3,ERYU,49,1,49,NA,97,1,45,3.7,68.7,partly cloudy,20,,,,,,,,,,,
983,1928,8/27/2015,NWMHRC,1,ERYU,44,1,44,NA,108,0,70,3.7,68.7,partly cloudy,20,,,,,,,,,,,
984,1948,8/27/2015,NWMHRC,2,ERYU,20,1,20,NA,86.2,1,30,3.7,68.7,partly cloudy,16,,,,,,,,,,,
985,2061,9/4/2015,NWMHRC,2,ERYU,53,1,53,82,93.5,1,35,,,,13,,,,,,,,,,,
986,2077,9/4/2015,NWMHRC,3,ERYU,47,1,47,98,99,1,50,,,,19,,,,,,,,,,,
987,2088,9/4/2015,NWMHRC,1,ERYU,100,1,100,56,104.5,0,75,,,,16,,,,,,,,,,,
988,2110,9/4/2015,NWMHRC,4,ERYU,35,1,35,226,106,0,40,,,,13,,,,,,,,,,,
989,377,6/26/2015,NWMHRC,4,HERI,18,1,18,Nate,55.5,0,20,,,,3,,,,,,,,,,,
990,384,6/26/2015,NWMHRC,3,HERI,86,3,258,Nate,108,0,65,,,,8,,,,,,,,,,,
991,396,6/26/2015,NWMHRC,1,HERI,58,1,58,Nate,83.5,0,20,,,,13,,,,,,,,,,,
992,561,7/9/2015,NWMHRC,4,HERI,36,1,36,91-95,79,,30,3.2,70,partly cloudy,3.3,,,,,,,,,,,
993,571,7/9/2015,NWMHRC,3,HERI,216,1,216,NA,108,,70,3.2,70,partly cloudy,11,,,,,,,,,,,
994,575,7/9/2015,NWMHRC,1,HERI,41,1,41,NA,83,,25,3.2,70,partly cloudy,12.3,,,,,,,,,,,
995,592,7/9/2015,NWMHRC,2,HERI,14,1,14,NA,62,,20,3.2,70,partly cloudy,2,,,,,,,,,,,
996,599,7/3/2015,NWMHRC,1,HERI,60,1,60,1945-1953,83.5,0,20,,,clear,6,,,,,,,,,,,
997,605,7/3/2015,NWMHRC,4,HERI,56,1,56,2059-2061,78,0,20,,,clear,6,,,,,,,,,,,
998,622,7/3/2015,NWMHRC,3,HERI,204,1,204,2024-2026,99.5,0,50,,,clear,8,,,,,,,,,,,
999,2056,9/4/2015,NWMHRC,2,HEOC2,26,1,26,77,80,0,100,,,,15,,,,,,,,,,,
1000,2069,9/4/2015,NWMHRC,3,HEOC2,37,1,37,90,99,0,90,,,,14,,,,,,,,,,,
1001,2108,9/4/2015,NWMHRC,4,HEOC2,46,1,46,224,83.5,0,70,,,,15,,,,,,,,,,,
1002,2174,9/10/2015,NWMHRC,4,HEOC2,79,1,79,73,82.5,0,85,,,partly couldy,27,,,,,,,,,,,
1003,2194,9/10/2015,NWMHRC,2,HEOC2,33,1,33,2294,84.5,0,85,,,partly couldy,16,,,,,,,,,,,
1004,2210,9/10/2015,NWMHRC,3,HEOC2,70,1,70,2306,91,0,90,,,partly couldy,18,,,,,,,,,,,
1005,2275,9/15/2015,NWMHRC,3,HEOC2,81,1,81,2333,93,0,85,8.6,77.7,clear,13,,,,,,,,,,,
1006,2281,9/15/2015,NWMHRC,2,HEOC2,32,1,32,2338,85,0,85,8.6,77.7,clear,11,,,,,,,,,,,
1007,2286,9/15/2015,NWMHRC,4,HEOC2,63,1,63,2342,82,0,65,8.6,77.7,clear,14,,,,,,,,,,,
1008,2179,9/10/2015,NWMHRC,4,HEST,32,1,32,78,115,0,65,,,partly couldy,24,,,,,,,,,,,
1009,2186,9/10/2015,NWMHRC,1,HEST,32,1,32,83,72,0,70,,,partly couldy,21,,,,,,,,,,,
1010,2200,9/10/2015,NWMHRC,2,HEST,46,1,46,2298,185,0,100,,,partly couldy,24,,,,,,,,,,,
1011,2207,9/10/2015,NWMHRC,3,HEST,55,1,55,2303,101,0,100,,,partly couldy,23,,,,,,,,,,,
1012,2266,9/15/2015,NWMHRC,1,HEST,48,1,48,2318,101,0,80,8.6,77.7,clear,16,,,,,,,,,,,
1013,2276,9/15/2015,NWMHRC,3,HEST,93,1,93,2334,105,0,100,8.6,77.7,clear,16,,,,,,,,,,,
1014,2282,9/15/2015,NWMHRC,2,HEST,72,1,72,2339,123,0,100,8.6,77.7,clear,19,,,,,,,,,,,
1015,2285,9/15/2015,NWMHRC,4,HEST,51,1,51,2341,118,0,70,8.6,77.7,clear,21,,,,,,,,,,,
1016,2293,9/22/2015,NWMHRC,3,HEST,64,1,64,2072,103,0,100,,,clear,20,,,,,,,,,,,
1017,2302,9/22/2015,NWMHRC,2,HEST,30,1,30,2084,100,0,100,,,clear,21,,,,,,,,,,,
1018,2309,9/22/2015,NWMHRC,1,HEST,23,1,23,2096,79,0,85,,,clear,15,,,,,,,,,,,
1019,2319,9/22/2015,NWMHRC,4,HEST,31,1,31,2104,114.5,0,70,,,clear,19,,,,,,,,,,,
1021,1748,8/20/2015,NWMHRC,4,HYPR,8,1,8,219,49,0,85,6.3,71.1,partly cloudy,10,,,,,,,,,,,
1022,1755,8/20/2015,NWMHRC,1,HYPR,10,1,10,NA,65,0,90,7.3,72.7,,9,,,,,,,,,,,
1023,1781,8/20/2015,NWMHRC,2,HYPR,10,1,10,154-160,69,2,35,7.3,72.7,,5,,,,,,,,,,,
1024,1897,8/27/2015,NWMHRC,4,HYPR,20,1,20,NA,54,0,85,3.7,68.7,partly cloudy,12,,,,,,,,,,,
1025,1909,8/27/2015,NWMHRC,3,HYPR,5,1,5,NA,55,0,45,3.7,68.7,partly cloudy,3,,,,,,,,,,,
1026,1939,8/27/2015,NWMHRC,1,HYPR,18,1,18,NA,71,0,85,3.7,68.7,partly cloudy,7,,,,,,,,,,,
1027,1950,8/27/2015,NWMHRC,2,HYPR,21,1,21,NA,64.1,1,40,3.7,68.7,partly cloudy,8,,,,,,,,,,,
1028,2059,9/4/2015,NWMHRC,2,HYPR,8,1,8,80,52,1,45,,,,7,,,,,,,,,,,
1029,2075,9/4/2015,NWMHRC,3,HYPR,6,1,6,96,64,0,60,,,,4,,,,,,,,,,,
1030,2083,9/4/2015,NWMHRC,1,HYPR,6,1,6,38-40,35,0,85,,,,8,,,,,,,,,,,
1031,2106,9/4/2015,NWMHRC,4,HYPR,18,1,18,222,60,0,85,,,,8,,,,,,,,,,,
1032,2057,9/4/2015,NWMHRC,2,LECA8,37,5.76,213.12,78,106,0,25,,,,25,,,,,,,,,,,
1033,2099,9/4/2015,NWMHRC,1,LECA8,42,5.76,241.92,70-73,109,0,25,,,,3,,,,,,,,,,,
1034,2105,9/4/2015,NWMHRC,4,LECA8,33,5.76,190.08,221,89,1,40,,,,8,,,,,,,,,,,
1035,2172,9/10/2015,NWMHRC,4,LECA8,69,8.2,565.8,2271,92,3,35,,,partly couldy,16,,,,,,,,,,,
1036,2188,9/10/2015,NWMHRC,1,LECA8,48,8.2,393.6,85,110,0,30,,,partly couldy,15,,,,,,,,,,,
1037,2195,9/10/2015,NWMHRC,2,LECA8,45,8.2,369,2295,110.5,0,25,,,partly couldy,33,,,,,,,,,,,
1038,2267,9/15/2015,NWMHRC,1,LECA8,90,8.2,738,2319,88,0,30,8.6,77.7,clear,7,,,,,,,,,,,
1039,2280,9/15/2015,NWMHRC,2,LECA8,33,8.2,270.6,2337,111,0,30,8.6,77.7,clear,7,,,,,,,,,,,
1040,2291,9/15/2015,NWMHRC,4,LECA8,24,8.2,196.8,2345,92,0,50,8.6,77.7,clear,9,,,,,,,,,,,
1041,1752,8/20/2015,NWMHRC,4,LEHI2,475,1,475,234-235,35,0,10,6.3,71.1,partly cloudy,5,,,,,,,,,,,
1042,1893,8/27/2015,NWMHRC,4,LEHI2,6,1,6,2071-2073,30,0,10,3.7,68.7,partly cloudy,6,,,,,,,,,,,
1043,2112,9/4/2015,NWMHRC,4,LEHI2,8,1,8,228,,0,5,,,,3,,,,,,,,,,,
1044,1246,8/6/2015,NWMHRC,1,LICY,5,1,5,NA,32,0,15,3.4,74.4,clear,5,,,,,,,,,,,
1045,1282,8/6/2015,NWMHRC,4,LICY,20,1,20,67-71,38.5,2,20,3.4,74.4,clear,6,,,,,,,,,,,
1046,1515,8/13/2015,NWMHRC,1,LICY,15,1,15,2084,33,0,15,,,partly cloudy,5,,,,,,,,,,,
1047,1557,8/13/2015,NWMHRC,4,LICY,14,1,14,110,42,2,15,,,partly cloudy,5,,,,,,,,,,,
1048,1730,8/20/2015,NWMHRC,1,LICY,28,1,28,199,32.5,0,15,4.8,68.6,clear,16,,,,,,,,,,,
1049,374,6/26/2015,NWMHRC,4,LOCO6,200,6,1200,Nate,38,0,75,,,,16,,,,,,,,,,,
1050,388,6/26/2015,NWMHRC,3,LOCO6,72,6,432,Nate,48,0,98,,,,,Nate did,,,,,,,,,,
1051,390,6/26/2015,NWMHRC,2,LOCO6,45,5,225,Nate,59,1,65,,,,17,,,,,,,,,,,
1052,399,6/26/2015,NWMHRC,1,LOCO6,48,5,240,Nate,44,0,100,,,,31,,,,,,,,,,,
1053,557,7/9/2015,NWMHRC,4,LOCO6,94,4,376,71-75,29,,75,3.2,70,partly cloudy,11.6,,,,,,,,,,,
1054,573,7/9/2015,NWMHRC,3,LOCO6,152,4,608,NA,40,,100,3.2,70,partly cloudy,19.6,,,,,,,,,,,
1055,578,7/9/2015,NWMHRC,1,LOCO6,323,4,1292,NA,36,,100,3.2,70,partly cloudy,26,,,,,,,,,,,
1056,590,7/9/2015,NWMHRC,2,LOCO6,87,5,435,NA,43,,65,3.2,70,partly cloudy,20,,,,,,,,,,,
1057,596,7/3/2015,NWMHRC,1,LOCO6,192,4,768,1931-1934,50,0,85,,,clear,12,,,,,,,,,,,
1058,606,7/3/2015,NWMHRC,4,LOCO6,145,3,435,1907-1910,41,0,65,,,clear,13,,,,,,,,,,,
1059,612,7/3/2015,NWMHRC,2,LOCO6,42,4,168,1987-1990,54,0,55,,,clear,9,,,,,,,,,,,
1060,619,7/3/2015,NWMHRC,3,LOCO6,160,5,800,1926-1930,57,0,85,,,clear,15,,,,,,,,,,,
1061,1159,7/30/2015,NWMHRC,1,MOFI,178,1,178,2170,95,0,100,4.6,70.1,clear,20,,,,,,,,,,,
1062,1178,7/30/2015,NWMHRC,3,MOFI,260,1,260,2071,130,0,100,4.6,70.1,clear,35,,,,,,,,,,,
1063,1196,7/30/2015,NWMHRC,4,MOFI,120,1,120,2120,96,0,90,4.6,70.1,clear,19,,,,,,,,,,,
1064,1210,7/30/2015,NWMHRC,2,MOFI,53,1,53,2144,89.5,0,70,4.6,70.1,clear,14,,,,,,,,,,,
1065,1228,8/6/2015,NWMHRC,3,MOFI,472,1,472,NA,122,0,100,3.4,74.4,clear,62,,,,,,,,,,,
1066,1248,8/6/2015,NWMHRC,2,MOFI,38,1,38,NA,87,0,80,3.4,74.4,clear,12,,,,,,,,,,,
1067,1256,8/6/2015,NWMHRC,1,MOFI,288,1,288,NA,94,0,100,3.4,74.4,clear,43,,,,,,,,,,,
1068,1280,8/6/2015,NWMHRC,4,MOFI,208,1,208,57-61,99,0,80,3.4,74.4,clear,38,,,,,,,,,,,
1069,1513,8/13/2015,NWMHRC,1,MOFI,188,1,188,2082,96,0,100,,,partly cloudy,20,,,,,,,,,,,
1070,1535,8/13/2015,NWMHRC,3,MOFI,270,1,270,141,136,0,100,,,partly cloudy,26,,,,,,,,,,,
1071,1555,8/13/2015,NWMHRC,4,MOFI,79,1,79,108,84,0,90,,,partly cloudy,20,,,,,,,,,,,
1072,1565,8/13/2015,NWMHRC,2,MOFI,12,1,12,122,89,0,80,,,partly cloudy,9,,,,,,,,,,,
1073,1711,8/20/2015,NWMHRC,2,MOPU,220,6.8,1496,171,67.5,1,45,4.8,68.6,clear,15,,,,,,,,,,,
1074,1720,8/20/2015,NWMHRC,1,MOPU,7,6.8,47.6,180,62,2,5,4.8,68.6,clear,8,,,,,,,,,,,
1075,1753,8/20/2015,NWMHRC,4,MOPU,210,6.8,1428,236,62,0,80,6.3,71.1,partly cloudy,18,,,,,,,,,,,
1076,1770,8/20/2015,NWMHRC,3,MOPU,365,6.8,2482,109,54.5,1,45,7.3,72.7,,15,,,,,,,,,,,
1077,1892,8/27/2015,NWMHRC,4,MOPU,228,5.4,1231.2,NA,59,0,70,3.7,68.7,partly cloudy,19,,,,,,,,,,,
1078,1906,8/27/2015,NWMHRC,3,MOPU,179,5.4,966.6,NA,52,0,75,3.7,68.7,partly cloudy,28,,,,,,,,,,,
1079,1930,8/27/2015,NWMHRC,1,MOPU,17,12,204,NA,23.6,2,15,3.7,68.7,partly cloudy,5,,,,,,,,,,,
1080,1946,8/27/2015,NWMHRC,2,MOPU,186,12,2232,NA,68.5,1,50,3.7,68.7,partly cloudy,24,,,,,,,,,,,
1081,2058,9/4/2015,NWMHRC,2,MOPU,89,12,1068,79,68.5,1,60,,,,22,,,,,,,,,,,
1082,2071,9/4/2015,NWMHRC,3,MOPU,101,12,1212,92,52,2,80,,,,17,,,,,,,,,,,
1083,2093,9/4/2015,NWMHRC,1,MOPU,23,12,276,59,59,2,10,,,,7,,,,,,,,,,,
1084,2113,9/4/2015,NWMHRC,4,MOPU,138,12,1656,229,66,1,55,,,,27,,,,,,,,,,,
1085,567,7/9/2015,NWMHRC,3,OEFR,77,1,77,116-120,39,,35,3.2,70,partly cloudy,8.3,,,,,,,,,,,
1086,582,7/9/2015,NWMHRC,1,OEFR,7,1,7,NA,25,,10,3.2,70,partly cloudy,3,,,,,,,,,,,
1087,584,7/9/2015,NWMHRC,2,OEFR,231,1,231,NA,53,,50,3.2,70,partly cloudy,25,,,,,,,,,,,
1088,610,7/3/2015,NWMHRC,2,OEFR,53,1,53,1970-1980,57,0,40,,,clear,10,,,,,,,,,,,
1089,615,7/3/2015,NWMHRC,3,OEFR,36,1,36,2002-2005,34,0,20,,,clear,6,,,,,,,,,,,
1090,740,7/16/2015,NWMHRC,1,OEFR,7,1,7,2221,27,1,5,,,,4,,,,,,,,,,,
1091,756,7/16/2015,NWMHRC,2,OEFR,60,1,60,2245,59,0,60,,,,10,,,,,,,,,,,
1092,1725,8/20/2015,NWMHRC,1,OLRI,190,18.4,3496,183,121.5,0,85,4.8,68.6,clear,16,,,,,,,,,,,
1093,1773,8/20/2015,NWMHRC,3,OLRI,79,18.4,1453.6,142,108,0,100,7.3,72.7,,13,,,,,,,,,,,
1094,1776,8/20/2015,NWMHRC,2,OLRI,26,18.4,478.4,144-149,105,0,70,7.3,72.7,,15,,,,,,,,,,,
1095,1914,8/27/2015,NWMHRC,3,OLRI,41,21.8,893.8,NA,92,0,100,3.7,68.7,partly cloudy,36,,,,,,,,,,,
1096,1940,8/27/2015,NWMHRC,1,OLRI,91,16.2,1474.2,NA,88.1,0,60,3.7,68.7,partly cloudy,34,,,,,,,,,,,
